대분류,중분류,소분류,25년1월,25년2월,25년3월,25년4월,25년5월,25년6월,25년7월,25년8월,25년9월,25년10월,25년11월,25년12월
오프라인 직접비,매장임차료,,2529.509589,1429.695187,1151.25791,1455.043483,2009.75139,1735.291501,1664.121795,1752.743223,1321.983418,1830.108268,2215.416873,2201.382338
오프라인 직접비,매장감가상각비,,180.4168179,180.297178,178.7571825,222.5581031,269.9998507,295.6505718,301.8991293,310.1772379,199.4780612,197.6123309,194.0332506,227.8370647
오프라인 직접비,매장기타,,232.932317,219.4911481,255.9913081,285.3636712,358.9795261,275.4583171,323.305537,416.5820972,256.984949,307.5473534,281.2079404,240.95199
온라인 직접비,지급수수료,,321.58008,290.268423,280.2621994,251.501052,329.3854217,340.5605127,284.7114029,245.3636829,282.2033163,335.5528413,557.742928,487.4370647
온라인 직접비,매장광고비,,197.1294315,286.8139634,102.7925858,199.8401279,149.5268425,234.2635108,291.1996587,175.1836522,161.877085,226.4480181,386.5523573,452.3639303
온라인 직접비,매장관리비,,66.24568602,53.04488016,53.50684761,47.1589175,59.26933358,78.16845395,50.71435281,40.55015711,60.78264334,67.94332783,98.61414392,67.20870647
온라인 직접비,물류비(Tag대비),,191.2784406,203.1884869,176.2182217,203.7563064,224.9815234,258.6494167,207.9694906,194.2038363,202.2535714,219.984778,366.3411911,251.0042289
온라인 직접비,매장기타,,0.029084765,0.029065478,0.031160081,0.029509385,0.033901124,0.034788194,0.033930412,0.03657289,0.050765306,0.048016051,0.047146402,0.049502488
영업비,급여,,332.4186,296.8682,669.8408,332.8725,353,364.0096,357.9459,362.0281,346.2957,342.1146,332.0079,330.755
영업비,광고비,,155.281,153.3644,188.8422,302.5124,414,219.7392,300.0268,163.8935,263.1724,287.8505,404.4038,305.7948
영업비,여비교통비,,70.9743,40.098,34.7505,38.87,47.3096,84.3287,15.4298,38.232,23.5903,8.5746,45.2935,56.1271
영업비,지급수수료 일반,,38.9503,225.5455,137.5887,70.9156,1362,53.1066,53.9939,73.6666,50.3637,73.3816,99.3708,166.4415
영업비,임차료,,86.8213,88.6605,87.7983,89.4168,86.3538,89.0475,86.8119,84.3386,84.0804,83.2555,81.8082,80.7433
영업비,감가상각비,,0,0,0,0,0,0,0,0,0,0,0,0
영업비,보험료,,39.9862,35.295,36.1996,37.8198,38.9769,40.0415,40.5126,60.6394,38.6883,37.8344,37.0596,37.6672
영업비,기타,,23.4871,59.7953,115.7066,79.3207,133.3597,42.4205,181.2978,167.4841,50.0706,72.7317,89.7576,87.5629
직접비+영업비,직접비+영업비 계,,6157.393799,4705.310568,4638.775748,5019.736157,6195.241629,5581.346583,5778.540943,5757.562337,4824.262826,5752.15139,6846.141034,6675.823044
영업이익,영업이익 계,,2457.449541,810.6757039,185.7358242,355.4528916,1435.082547,1108.703216,534.0984183,622.7636016,388.0366772,1344.769043,2610.291656,2460.952948
,,,0,-9.09495E-13,9.09495E-13,0,0,0,9.09495E-13,0,9.09495E-13,0,0,0
