대분류,중분류,소분류,25년1월,25년2월,25년3월,25년4월,25년5월,25년6월,25년7월,25년8월,25년9월,25년10월,25년11월,25년12월
TAG매출,홍콩,리테일,25738.651,10756.294,10215.741,11170.454,11462.1,10064.658,13047.301,13761.616,8466.455,12828.622,13788.086,16776.784
TAG매출,홍콩,아울렛,7723.49,3652.771,4716.016,4448.239,4088.01,3196.271,5262.475,7917.316,12195.156,4704.408,5651.944,6840.992
TAG매출,홍콩,온라인,576.599,429.594,278.185,288.268,391.392,603.098,420.152,1535.78945,765.624,1303.76,1869.97457,1971.36824
TAG매출,마카오,리테일,8649.847573,5579.040777,4442.249515,4464.476699,4714.827184,4001.616505,5553.645631,7686.976699,3457.149515,5405.237,5488.648544,5705.3
TAG매출,마카오,아울렛,2344.540777,1415.691262,1184.264078,976.130097,968.092233,664.198058,1093.414563,1741.934951,817.387379,889.036,1202.58932,982.92233
TAG매출,대만,리테일,13395.052418,6747.035601,6252.300634,6915.507607,10897.871041,8895.176817,8182.863337,8660.59335,6573.946429,10753.755576,13768.054591,14161.072139
TAG매출,대만,아울렛,7605.247541,3257.906908,2618.611175,3193.99748,3335.846935,3436.674491,3302.589042,3419.015345,3053.283163,3667.059077,4301.913151,4426.348259
TAG매출,대만,온라인,4953.509108,4321.249702,4180.855789,3679.897096,4626.56784,5185.210046,4583.683303,3722.280563,4168.214286,5245.364352,8835.245658,8442.621891
실판매출,홍콩,리테일,22765.4585,9613.051,9284.5145,9984.485,10140.0915,8931.186,11387.8635,12030.266,7574.0865,11398.63309,12273.24618,14943.88843
실판매출,홍콩,아울렛,4524.04,2204.8545,2786.422,2694.107,2474.232,1956.9125,2897.743,3686.91475,4550.5798,2770.1855,3284.696,4113.257
실판매출,홍콩,온라인,448.8724,321.00203,223.20741,230.77373,329.64038,505.41663,323.74333,771.16844,589.02733,942.732,1336.90477,1403.59703
실판매출,마카오,리테일,7630.65436,4944.27233,4006.59903,4020.0733,4189.7398,3565.8767,4907.02573,6734.92815,3121.05534,4839.73058,4947.23495,5139.73689
실판매출,마카오,아울렛,1364.66359,811.83398,690.4233,604.21262,603.54515,406.18388,589.85398,854.42709,417.19029,534.38301,708.44223,601.11117
실판매출,대만,리테일,11349.988603,5800.201348,5013.770101,5874.675,9060.306311,7673.98675,7102.991085,7523.367297,5638.057304,8966.404591,11235.423107,11441.90757
실판매출,대만,아울렛,3905.893023,1729.166224,1381.356993,1743.889403,1847.918703,1804.111825,1739.555233,1855.14932,1536.835502,1844.759311,2277.347535,2294.020514
실판매출,대만,온라인,3302.002955,3208.369903,3102.922167,2723.499181,3514.280351,3816.514573,3420.00693,2833.134332,3101.181244,3835.323564,6540.882902,6231.150675
매출원가,매출원가합계,,23553.659968,12187.003173,11374.015082,11585.685303,13347.494656,11958.066367,13671.89005,15820.291684,13035.462098,14795.502417,18127.123633,19585.88476
Tag대비 원가율,Tag대비 원가율합계,,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
매출총이익,매출총이익합계,,31737.913462,16445.748143,15115.20042,16290.029931,18812.259538,16702.122491,18696.892738,20469.063695,13492.551212,20336.64923,24477.054041,26582.78452
오프라인 직접비,매장급여,,3387.337094,2638.692507,2609.73798,2653.19957,3064.018149,2838.085246,3193.014523,3249.68642,2927.221125,3295.652993,3344.101096,4510.16845
오프라인 직접비,매장관리비,,1839.157938,1291.467735,1451.703973,1340.129574,1515.227004,1638.451587,1679.127245,1687.572157,1609.618821,2040.374359,1490.302175,1779.892249
오프라인 직접비,매장광고비,,287.113664,98.633404,89.366021,255.871793,289.613441,217.886442,176.059487,265.665589,170.313523,612.804868,172.846152,689.767539
오프라인 직접비,물류비(Tag대비),,1849.61959,1867.623315,1719.846479,1491.424303,1344.029077,1287.262779,1437.016607,1558.780883,1667.44563,1635.47501,1440.496684,1350.338122
