대분류,중분류,소분류,2412,2512,2601,2602,2603,2604,2605,2606,2607,2608,2609,2610,2611,2612
자산,유동자산,현금 및 현금성 자산,"32,082","29,115","26,939","32,296","32,414","30,154","26,151","18,041","20,326","23,280","23,232","24,647","28,264","33,452"
자산,유동자산,매출채권,"20,956","26,238","27,957","28,217","21,711","17,527","23,002","23,236","22,265","21,972","21,558","26,491","37,277","42,993"
자산,유동자산,재고자산,"185,973","169,134","172,173","163,440","161,754","154,030","132,956","131,300","138,710","142,768","138,710","128,237","116,293","101,320"
자산,유동자산,기타유동자산,"18,910","17,406","17,548","18,536","16,935","17,013","17,013","17,013","17,013","17,013","17,013","17,013","17,013","17,013"
자산,비유동자산,사용권자산,"60,360","99,414","99,403","99,423","98,148","98,165","108,942","104,787","100,633","105,257","102,833","98,678","101,065","101,682"
자산,비유동자산,유형자산,"13,094","20,122","18,945","19,301","18,326","20,984","24,628","28,542","30,069","30,725","31,138","31,101","34,956","34,483"
자산,비유동자산,무형자산,0,"1,159","1,137","1,115","1,094","1,072","1,063","1,055","1,046","1,038","1,029","1,020","1,012","1,003"
자산,비유동자산,비유동보증금,"14,228","17,271","17,268","17,274","17,931","19,113","20,266","20,266","20,266","20,266","20,266","20,266","15,225","15,225"
자산,비유동자산,기타비유동자산,"9,622","9,731","9,729","9,733","9,748","9,752","9,752","9,752","9,752","9,752","9,752","9,752","9,752","9,752"
부채,유동부채,매입채무,"134,175","140,105","136,589","122,322","118,755","106,611","96,600","94,107","104,254","109,261","109,206","100,632","97,285","80,339"
부채,유동부채,매입채무(TP),"114,579","102,256","102,256","102,256","111,931","111,931","111,931","111,931","111,931","111,931","111,931","111,931","111,931","111,931"
부채,유동부채,미지급금,"15,121","16,764","15,933","17,323","13,893","17,274","18,109","17,129","17,929","15,580","16,189","18,116","14,857","16,923"
부채,유동부채,차입금,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부채,유동부채,유동성 리스부채,"39,021","50,416","50,405","50,424","48,607","48,263","42,593","36,922","71,252","65,582","59,912","54,241","48,571","42,901"
부채,유동부채,기타유동부채,"10,933","6,043","6,032","6,052","5,876","7,128","7,128","7,128","7,128","7,128","7,128","7,128","7,128","7,128"
부채,비유동부채,비유동성 리스부채,"20,406","50,274","50,273","50,275","50,339","50,700","59,924","59,924","19,924","32,709","34,440","34,440","44,878","52,010"
부채,비유동부채,복구충당부채,"8,668","3,884","3,883","3,884","3,971","3,744","3,744","3,744","3,744","3,744",3744.0774,"3,744","3,744","3,744"
자본,자본금,,"20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000"
자본,기타자본,,"-3,142","-1,327","-1,565","-1,110",-723.86948,"-1,360","-1,360","-1,360","-1,360","-1,360","-1,360","-1,360","-1,360","-1,360"
자본,이익잉여금,,"-4,536","1,175","7,292","17,908","5,414","3,521","5,106","4,469","5,280","7,495","4,341","8,335","13,823","23,308"
