대분류,중분류,소분류,2412,2512,2601,2602,2603,2604,2605,2606,2607,2608,2609,2610,2611,2612
자산,유동자산,현금 및 현금성 자산,"32,082","29,115","26,939","32,296","32,414","30,154","27,221","21,151","20,476","23,730","23,998","25,532","25,449","31,043"
자산,유동자산,매출채권,"20,956","26,238","27,957","28,217","21,711","17,527","21,588","21,241","22,262","21,969","21,555","26,488","37,274","42,991"
자산,유동자산,재고자산,"185,973","169,134","172,173","163,440","161,754","154,030","147,250","135,480","143,180","147,803","144,333","133,852","121,898","106,914"
자산,유동자산,기타유동자산,"18,910","17,406","17,548","18,536","16,935","17,013","13,576","13,576","13,576","13,576","13,576","13,576","13,576","13,576"
자산,비유동자산,사용권자산,"60,360","99,414","99,403","99,423","98,148","98,165","98,173","94,019","89,864","94,488","92,064","87,910","90,297","90,914"
자산,비유동자산,유형자산,"13,094","20,122","18,945","19,301","18,326","20,984","23,653","27,567","29,094","29,750","30,162","30,126","33,981","33,507"
자산,비유동자산,무형자산,0,"1,159","1,137","1,115","1,094","1,072","1,050","1,042","1,033","1,024","1,016","1,007",998.66457,990.09057
자산,비유동자산,비유동보증금,"14,228","17,271","17,268","17,274","17,931","19,113","19,934","19,934","19,934","19,934","19,934","19,934","14,892","14,892"
자산,비유동자산,기타비유동자산,"9,622","9,731","9,729","9,733","9,748","9,752","9,754","9,754","9,754","9,754","9,754","9,754","9,754","9,754"
부채,유동부채,매입채무,"134,175","140,105","136,589","122,322","118,755","106,611","101,049","97,359","106,293","111,873","112,411","103,837","96,671","80,013"
부채,유동부채,매입채무(TP),"114,579","102,256","102,256","102,256","111,931","111,931","111,931","111,931","111,931","111,931","111,931","111,931","111,931","111,931"
부채,유동부채,미지급금,"15,121","16,764","15,933","17,323","13,893","17,274","17,761","19,163","20,328","17,943","18,559","20,327","16,889","18,715"
부채,유동부채,차입금,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부채,유동부채,유동성 리스부채,"39,021","50,416","50,405","50,424","48,607","48,263","48,269","42,599","36,929","31,258","25,588","19,918","14,247","8,577"
부채,유동부채,기타유동부채,"10,933","6,043","6,032","6,052","5,876","7,128","5,083","5,083","5,083","5,083","5,083","5,083","5,083","5,083"
부채,비유동부채,비유동성 리스부채,"20,406","50,274","50,273","50,275","50,339","50,700","50,703","41,813","41,653","54,439","56,169","56,169","66,607","73,740"
부채,비유동부채,복구충당부채,"8,668","3,884","3,883","3,884","3,971","3,744","3,745","3,745","3,745","3,745",3744.86028,"3,745","3,745","3,745"
자본,자본금,,"20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000"
자본,기타자본,,"-3,142","-1,327","-1,565","-1,110",-723.86948,"-1,360","-1,051","-1,051","-1,051","-1,051","-1,051","-1,051","-1,051","-1,051"
자본,이익잉여금,,"-4,536","1,175","7,292","17,908","5,414","3,521","4,711","3,123","4,263","6,808","3,958","8,221","13,997","23,829"
